01, 1091, 10
01, 1091, 11
01, 1091, 12
01, 1092, 10
01, 1105, 10
01, 1105, 11
01, 1105, 12
01, 1106, 10
01, 1106, 11
01, 1106, 12
01, 1107, 10
01, 1107, 11
01, 1107, 12
01, 1108, 10
01, 1108, 11
01, 1108, 12
01, 1109, 10
01, 1109, 11
01, 1109, 12
01, 1266, 10
01, 1266, 11
01, 1266, 12
01, 1267, 10
01, 1267, 11
01, 1267, 12
01, 0280, 10
01, 0280, 11
01, 0280, 12
01, 0459, 10
01, 0459, 11
01, 0459, 12
01, 0470, 10
01, 0470, 11
01, 0470, 12
01, 0601, 10
01, 0601, 11
01, 0601, 12
01, 0602, 10
01, 0602, 11
01, 0602, 12
01, 0603, 10
01, 0603, 11
01, 0603, 12
01, 0885, 10
01, 0885, 11
01, 0885, 12
01, 0939, 10
01, 0939, 11
01, 0939, 12
01, 1054, 10
01, 1054, 11
01, 1054, 12
01, 0384, 10
01, 0384, 11
01, 0384, 12
01, 0473, 10
01, 0473, 11
01, 0473, 12
01, 0542, 10
01, 0542, 11
01, 0542, 12
01, 0676, 10
01, 0676, 11
01, 0676, 12
01, 0915, 10
01, 0984, 12
01, 1045, 12
01, 1053, 12
01, 1072, 12
01, 1133, 12
02, 0428, 10
02, 0428, 11
02, 0428, 12
02, 0489, 10
02, 0489, 11
02, 0489, 12
02, 0521, 10
02, 0521, 11
02, 0521, 12
02, 0696, 10
02, 0696, 11
02, 0696, 12
02, 0820, 10
02, 0820, 11
02, 0820, 12
02, 0870, 10
02, 0870, 11
02, 0870, 12
02, 0931, 10
02, 0931, 11
02, 0931, 12
02, 0992, 10
02, 0992, 11
02, 0992, 12
02, 1053, 10
02, 1053, 11
02, 1053, 12
02, 1124, 10
02, 1124, 11
02, 1124, 12
02, 1312, 10
02, 1312, 11
02, 1312, 12
02, 1329, 10
02, 1329, 11
02, 1329, 12
02, 1368, 10
02, 1368, 11
02, 1368, 12
02, 0047, 10
02, 0047, 11
02, 0047, 12
02, 0079, 10
02, 0079, 11
02, 0079, 12
02, 0080, 10
02, 0080, 11
02, 0080, 12
02, 0108, 10
02, 0108, 11
02, 0108, 12
02, 0169, 10
02, 0169, 11
02, 0169, 12
02, 0184, 10
02, 0184, 11
02, 0184, 12
02, 0199, 10
02, 0199, 11
02, 0199, 12
02, 0214, 10
02, 0214, 11
02, 0214, 12
02, 0218, 10
02, 0218, 11
02, 0218, 12
02, 0240, 10
02, 0240, 11
02, 0240, 12
02, 0254, 10
02, 0254, 11
02, 0254, 12
02, 0255, 10
02, 0255, 11
02, 0255, 12
02, 1133, 10
02, 1133, 11
02, 0302, 11
02, 0302, 12
02, 0915, 10
02, 1037, 10
02, 1045, 12
02, 1106, 12
02, 0031, 10
02, 0066, 12
02, 0073, 10
02, 0100, 12
02, 0161, 12
02, 0534, 10
02, 0603, 12
02, 0976, 10
03, 0047, 10
03, 0047, 11
03, 0047, 12
03, 0054, 10
03, 0054, 11
03, 0054, 12
03, 0482, 10
03, 0482, 11
03, 0482, 12
03, 0489, 10
03, 0489, 11
03, 0489, 12
03, 1011, 12
03, 1045, 12
03, 1106, 12
03, 1019, 11
03, 1019, 12
03, 1180, 10
03, 1180, 11
03, 1180, 12
03, 0803, 10
03, 0803, 11
03, 0803, 12
03, 0804, 10
03, 0804, 11
03, 0804, 12
03, 0992, 10
03, 0992, 11
03, 0992, 12
03, 1146, 10
03, 1146, 11
03, 1146, 12
03, 0034, 10
03, 0034, 11
03, 0034, 12
03, 0041, 10
03, 0041, 11
03, 0041, 12
03, 0095, 10
03, 0095, 11
03, 0095, 12
03, 0210, 10
03, 0210, 11
03, 0210, 12
03, 0238, 10
03, 0238, 11
03, 0238, 12
03, 0534, 10
03, 0534, 11
03, 0534, 12
03, 0540, 10
03, 0540, 11
03, 0540, 12
03, 0542, 10
03, 0542, 11
03, 0542, 12
03, 0603, 10
03, 0603, 11
03, 0603, 12
03, 0915, 10
03, 0857, 10
03, 0857, 11
03, 0857, 12
03, 1033, 10
03, 1033, 11
03, 1033, 12
04, 1106, 12
04, 1247, 10
04, 1357, 10
04, 1174, 11
04, 1274, 11
04, 1274, 12
04, 0469, 10
04, 0469, 11
04, 0469, 12
04, 0641, 10
04, 0641, 11
04, 0641, 12
04, 0642, 10
04, 0642, 11
04, 0642, 12
04, 0733, 10
04, 0733, 11
04, 0733, 12
04, 0946, 10
04, 0946, 11
04, 0946, 12
04, 0947, 10
04, 0947, 11
04, 0947, 12
04, 1053, 10
04, 1053, 11
04, 1053, 12
04, 0521, 12
04, 0542, 12
04, 0915, 10
04, 0984, 12
04, 1045, 12
04, 0818, 10
05, 0031, 10
05, 0100, 12
05, 0161, 12
05, 0201, 10
05, 0201, 11
05, 0055, 11
05, 0055, 12
05, 0056, 10
05, 0056, 11
05, 0056, 12
05, 0542, 12
05, 0603, 12
05, 0315, 10
05, 0315, 11
05, 0315, 12
05, 0316, 10
05, 0316, 11
05, 0316, 12
05, 0482, 10
05, 0482, 11
05, 0482, 12
05, 0530, 11
05, 0530, 12
05, 0559, 10
05, 0559, 11
05, 0559, 12
05, 0682, 10
05, 0682, 11
05, 0682, 12
05, 0560, 10
05, 0560, 11
05, 0560, 12
